alzheimers_disease	blood_pressure	bmi	bone_mineral_density	breast_cancer	celiac_disease	cholesterol	chronic_kidney_disease	colorectal_cancer	c-reactive_protein	fasting_plasma_glucose	height	hematological_parameters	hypertension	inflammatory_bowel_disease	mean_corpuscular_volume	mean_platelet_volume	menarche_age_at_onset	menopause_age_at_onset	metabolic_syndrome	metabolic_traits	metabolite_levels	multiple_sclerosis	myocardial_infarction	parkinsons_disease	phospholipid_levels_plasma	platelet_counts	primary_biliary_cirrhosis	prostate_cancer	psoriasis	pulmonary_function	qt_interval	rheumatoid_arthritis	triglycerides	type_1_diabetes	type_2_diabetes	ventricular_conduction	vitiligo
TFAP2C	-1.0	0.328685346026	-1.0	-1.0	-1.0	-1.0	0.208297673039	-1.0	0.232409055846	-1.0	-1.0	0.707594626334	-1.0	0.171758285811	0.30765046963	0.155911824443	-1.0	-1.0	-1.0	-1.0	-1.0	0.202621718902	0.390419127911	-1.0	-1.0	0.275148495735	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.171758285811	0.341480415669	-1.0	-1.0	-1.0	-1.0
MBD4	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.161441659123	-1.0	0.0511470022167	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0935737955614	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
ELF1	-1.0	0.27254745246	-1.0	-1.0	-1.0	-1.0	0.507551688032	0.039614743463	0.190385735049	-1.0	-1.0	0.651382476768	-1.0	-1.0	0.606441863827	-1.0	-1.0	-1.0	0.202621718902	-1.0	-1.0	0.165395881965	-1.0	0.305359835149	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.249889664041	-1.0
JUNB	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.153083873049	-1.0	-1.0	-1.0	0.163287701242	-1.0	-1.0	0.371519745682	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.184999228991	-1.0	-1.0	-1.0	-1.0	0.153083873049	-1.0	-1.0	-1.0	-1.0
BCL11A	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.076995469168	-1.0	-1.0	-1.0	-1.0	0.0723457768907	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.113824387688	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMC3	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.562856990538	0.052851452679	-1.0	-1.0	-1.0	0.688213128664	-1.0	-1.0	0.279080004659	-1.0	-1.0	-1.0	0.232409055846	-1.0	-1.0	0.190385735049	0.36978227547	-1.0	-1.0	-1.0	0.36978227547	-1.0	0.38106494573	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.232409055846
TCF7L2	-1.0	-1.0	-1.0	0.41169923281	-1.0	-1.0	-0.630438598352	0.117716751337	0.322714313525	-1.0	-1.0	0.337536207391	-1.0	0.0279165084737	0.0731897308532	0.220968194855	-1.0	-1.0	-1.0	-1.0	-1.0	0.283639486221	0.517725246715	-1.0	-1.0	-1.0	0.517725246715	-1.0	0.164961616435	-1.0	0.44406972242	-1.0	0.242418382231	-1.0	-1.0	-1.0	-1.0	-1.0
MAFF	-1.0	-1.0	-1.0	0.212828597846	-1.0	0.192528419364	-1.0	-1.0	0.161193978232	-1.0	-1.0	-1.0	-1.0	-1.0	0.539800377354	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.280313627781	-1.0	0.00342142583351	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.212828597846	-1.0	-1.0
HDAC6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FOXA1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	0.37753429371	0.0326967674479	0.192528419364	-1.0	0.456210813601	-1.0	-1.0	0.364070287105	0.17497468935	0.275148495735	-1.0	-1.0	-1.0	-1.0	0.226586639919	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.442157269868	-1.0	0.00815049175509	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
TAF7	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0418561532004	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.05473208911	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
HDAC2	0.128769396759	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.263304090991	0.175909873351	-1.0	-1.0	0.635108664496	-1.0	-1.0	0.574401852741	-1.0	0.187326739085	-1.0	0.187326739085	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.313555684318	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.231570774087	-1.0
TCF3	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.327584934552	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0935737955614	0.0865923586279	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
FOS	0.367701187344	1.0	-0.392129903811	-1.0	-1.0	0.17280430677	-0.71546554139	1.0	0.125544873617	-1.0	-1.0	-1.0	-1.0	0.367701187344	0.17903854299	-1.0	0.498322461792	-1.0	0.498322461792	-1.0	-0.624176453633	-1.0	0.324240354128	-1.0	-1.0	-1.0	-1.0	0.498322461792	0.0279658338067	0.423498048634	0.239407948615	-1.0	0.367701187344	1.0	1.0	-1.0	-1.0	-1.0
TFAP2A	-1.0	0.291739039769	-1.0	-1.0	-1.0	-1.0	0.536009756311	-1.0	0.20462518192	-1.0	-1.0	-1.0	-1.0	0.150508551203	0.0652232846029	0.136458438182	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.348474524056	-1.0	-1.0	-1.0	-1.0	-1.0	0.359305510229	-1.0	-1.0	-1.0	0.150508551203	0.303438394893	-1.0	-1.0	-1.0	-1.0
RBBP5	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.163287701242	-1.0	-1.0	0.371519745682	-1.0	-1.0	-1.0	0.106657999786	-1.0	-1.0	0.0861221747607	0.178697676638	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
STAT1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.146234380392	-1.0	-1.0	0.017028856127	-1.0	-1.0	0.502436402579	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.126583121719	-1.0	-1.0	-1.0	-1.0	0.256106841652	-1.0	0.264668271864	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
IRF1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.484359189637	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0896527586651	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.101103557967	0.151215230811	-1.0	-1.0	-1.0	-1.0	-1.0	0.0605145788418	-1.0	-1.0	-1.0	-1.0	-1.0
NFYB	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.411114756347	-1.0	-1.0	-1.0	-1.0	-1.0	0.136258121126	-1.0	-1.0	0.122849672972	-1.0	-1.0	0.113824387688	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
POU5F1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0185643564356	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
ETS1	-1.0	0.190712460904	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.131027359177	-1.0	-1.0	0.259546173163	-1.0	-1.0	0.113651891234	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.113282357076	-1.0	-1.0	-1.0	-1.0	0.231118182586	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
CEBPD	0.0246144502926	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0295005336965	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
MXI1	-1.0	-1.0	-1.0	-1.0	-1.0	0.275148495735	0.588182656073	0.341480415669	0.232409055846	-1.0	-1.0	0.707594626334	-1.0	-1.0	0.0933719823495	-1.0	-1.0	-1.0	0.246910144212	-1.0	-1.0	0.0190819611042	-1.0	0.366390623119	-1.0	-1.0	-1.0	-1.0	0.402111855637	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.302396110251	-1.0	-1.0
ZBTB7A	-1.0	0.190712460904	-1.0	-1.0	-1.0	-1.0	-1.0	0.198939017846	-1.0	-1.0	-1.0	0.259546173163	0.104291557147	-1.0	0.462093408193	-1.0	-1.0	-1.0	0.139782751024	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.231118182586	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
GATA2	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.380998869141	0.474735750418	-1.0	-1.0	-1.0	-0.343282953137	0.273614084629	0.0303726367992	0.685880668484	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.533678355602	-1.0	-1.0	0.390997292447	0.166756851195	-1.0	0.000631531526159	-1.0	0.458922821439	-1.0	0.252056825205	0.474735750418	-1.0	-1.0	0.0988369927529	-1.0
TRIM28	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.153083873049	-1.0	-1.0	-1.0	0.548573487316	-1.0	-1.0	0.371519745682	-1.0	-1.0	-1.0	0.106657999786	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.120133744162	-1.0	-1.0	0.184999228991	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
CEBPB	-1.0	-1.0	0.639722979048	-1.0	0.440155768334	0.532586059308	1.0	-0.618542702448	0.464802998658	0.0659520867749	-1.0	-1.0	0.387510047389	0.0659520867749	-1.0	-1.0	-1.0	-0.631480296189	0.488394806022	-1.0	-0.622403964387	0.0916397440581	-1.0	0.279028824989	-1.0	0.532586059308	0.312028321928	-1.0	0.00460767771416	-1.0	0.610120917957	-1.0	0.359414178003	1.0	-0.618542702448	-1.0	-1.0	-1.0
WRNIP1	-1.0	0.168923950237	-1.0	-1.0	-1.0	-1.0	-1.0	0.176315986257	-1.0	-1.0	-1.0	0.604861082414	-1.0	-1.0	0.418538218574	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.205323437745	-1.0	-1.0	-1.0	-1.0	-1.0	0.0837826733434	-1.0	-1.0	0.153969148067	-1.0	-1.0
ZNF217	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0511470022167	-1.0	-1.0	-1.0	0.0403373763723	-1.0	0.206876003677	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
HMGN3	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.327584934552	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.05473208911	-1.0	-1.0	0.0439496572643	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
PHF8	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.232342007435	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0368066546432	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SIN3AK20	-1.0	0.380682034324	-1.0	-1.0	-1.0	-1.0	-1.0	0.0832205463621	0.0364207938989	0.202736656793	-1.0	-1.0	0.220720040474	-1.0	0.143147403974	-1.0	-1.0	-1.0	0.288894099482	-1.0	-1.0	0.238319838807	-1.0	-1.0	-1.0	-1.0	0.448504405862	-1.0	0.46119867785	-1.0	-1.0	-1.0	-1.0	0.394846867084	-1.0	-1.0	-1.0	-1.0
POLR2A	-0.610582415572	-1.0	-0.240077588474	-0.710594270101	-1.0	0.694048799872	-1.0	0.491712663567	0.170695435518	0.279113876445	-0.381794268677	0.699195270352	-1.0	0.0759749549586	-1.0	0.0573893018909	-1.0	-0.349914561819	-1.0	0.423220314626	-1.0	-1.0	0.336001290407	0.730541953319	-0.608896389717	-1.0	0.336001290407	0.663187435749	0.188334476413	0.359586934608	-0.714667524759	-0.624906234797	-1.0	0.0684808679896	0.491712663567	-0.710594270101	-0.710594270101	-0.38795804077
SMARCC2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
BRCA1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0246144502926	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0537469174427	-1.0	-1.0	-1.0	-1.0
RUNX3	-1.0	-1.0	-1.0	-1.0	-1.0	0.00609639552869	-0.619258843966	0.0915042840016	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.645672589789	-1.0	0.302396110251	-1.0	0.302396110251	-1.0	-1.0	0.249889664041	0.46665489377	0.106336990864	-1.0	-1.0	-1.0	-1.0	0.479613406582	0.249889664041	-1.0	-1.0	0.212828597846	0.41169923281	-1.0	-1.0	-1.0	-1.0
