Bone_mineral_density	Red_blood_cell_traits	Vitiligo	HDL_cholesterol	Platelet_counts	Primary_biliary_cirrhosis	Type_1_diabetes	Renal_function_related_traits_BUN	Alopecia_areata	Ankylosing_spondylitis	Multiple_sclerosis	Rheumatoid_arthritis	Kawasaki_disease	Liver_enzyme_levels_gamma_glutamyl_transferase	C_reactive_protein	LDL_cholesterol	Ulcerative_colitis	Restless_legs_syndrome	Urate_levels	Celiac_disease	Crohns_disease	Behcets_disease	Systemic_lupus_erythematosus	Atopic_dermatitis	Triglycerides	Psoriasis	Primary_sclerosing_cholangitis	Migraine	Allergy	Chronic_kidney_disease	Fasting_glucose_related_traits	Autoimmune_thyroiditis	Alzheimers_combined	Type_2_diabetes	Systemic_sclerosis	Asthma	Creatinine_levels	Progressive_supranuclear_palsy	Juvenile_idiopathic_arthritis
E035-H3K4me3	1	1	1	0.910556461421928	1	1.00645288653754	1	1	1	1.12018795441148	1.1405176244666	1	1.57229791263193	1	1	1	1.04868658139159	1	1	1	1	1	2.01111279044349	1	0.93293602513292	1	1	1	1	0.470833724214588	1	1	1	0.878767473622432	1	0.642759671078235	1	1	1
E041-H3K27me3	1.4851095672062	1	0.213460474487324	1	1	0.576219321962785	1	1	1	0.542884678528026	0.669803765482843	1	1	1.4076365597102	1	1.01591077243902	1	1	1.44057426331773	0.492039237141995	0.858239963760971	1	1	1.54289080323132	1	0.623551410116369	0.503637945514027	1	0.841503593283102	1.75977338030227	1.4388477525859	1	1.64326710030131	1.30753228520118	0.382382881179832	1.18987735937805	2.60943814787477	1	0.676671727116483
E042-H3K4me1	0.599150817020389	0.945217825282554	1	0.512996402385252	0.8136256142088	1.46796495594993	1	1	1.65863656322342	1.13391584434624	1.7494729441224	1.13412976714766	1	0.635930826989176	0.726963994732729	0.518857650175577	1.04510813855827	0.920922364922841	0.94257848861572	2.34149788759593	1.37707369933414	1	1.51004026678944	1	0.676842903332573	1	1	1	1	0.485657723994669	0.71884576018994	1.06711837452651	0.849985768663663	0.716491475202596	1.58435776395782	1	1	0.932630780525744	1.26115239488921
E046-H3K4me1	0.611703439318606	1	1	1	1	1.4748236229276	1	1	1.00653385938872	1.04558423380098	1.38939347683165	1	1	0.819177000246711	1	0.734718173737648	1.01189930725815	0.426993042855523	0.918431264703394	1.27256514208348	1.05842427936943	1	1.34790604099946	1.59327615449412	0.726883253732395	1	1.40780206886943	1	1	0.939118072652086	0.506042486747703	1.73511693041802	0.699052975087867	0.961119796437399	2.17569288812146	1	1	0.6846081958675	1
E046-H3K27me3	1.47549354978508	1	0.603379130697177	1	1	0.465850422845036	1.01648243542381	1	1.06999211929064	1	0.98757748574917	1.18189846763944	1	1	1	1	1.13845016065317	0.701140929532557	1.1083818701575	0.751805041025694	1	0.69795786429589	0.570546240400527	1	1	0.773774210758896	1	1	1	1	1.2326088407837	1	1.00996231415164	1.02992862185032	0.756082577175007	1.08178245127973	1.75645832773518	1.49058715661242	1
E038-H3K27me3	1.40346978828789	1	0.590014742353959	1	1	0.649967515149747	0.81912579503969	1.16730166775938	1	1	0.75171004328615	1.39585601301657	1	1	1	1	1	1.09675661388645	1	0.645511113717231	0.950677755899511	0.945290853394464	1	1	1	0.745808597842801	0.674524673569748	1	1	1	1	1	1	1.43842546095311	0.926428523671617	1.03688750468819	1.69829644967133	1	0.960271605939449
E031-H3K27me3	1.24355615275453	1	0.48189586400512	1	1	0.786062272302814	1	1	1.4537482573353	1	1	1	1	1.0426464983307	1	1	1	1	1.34577512193658	1	1	1	0.627175029494399	1	1	1	0.96279589094497	1	1	1	1.02970270819904	1	1	1	1	1	3.98632669301006	1	1
E041-H3K4me3	0.485804138329803	0.992170251542854	1	0.47204731967757	0.940113866211552	1.37948232501878	1	1	1.18000679311395	1	1.67108663007397	1.21103671738566	1	0.791441820784612	0.772882405806848	0.53314879154957	1.00280476669899	1	0.798867396839275	1.93195807906104	1.1538994679852	1	1.66184021115438	1	0.605510769835016	1	1	1	1.26740594207368	0.67826463175087	0.726867843801603	2.2808564550698	0.707327651430784	0.477785312829774	2.11429542405761	0.928118451573661	1	1	1.32580438118303
E048-H3K9me3	1	1	1	1	1	1	1	1	1.35245958804961	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.00981775545323	1	1	1	1	1	1
E029-H3K36me3	0.928446476681816	1.23809494631876	1	1	1.11036576243231	1.60796413195449	1	0.538401256334704	1	1.49143145769813	1.04426357888122	0.665257798989864	1.12877052502863	0.354085738378902	0.868054178919603	1	0.933537962832561	0.258899543000478	0.569254033007496	1.08612366347764	1	1	1.34717461033436	0.59173500416959	1.11221510837644	1	1	1.37394969242008	1	1	1	1	1	1	1	0.709945727221064	0.661150099278637	1	1
E116-H3K27me3	1	1	0.769484738354846	1	1	0.535832661587391	1	1.96806787324342	1.12489623873453	0.583007077058144	1	1.04514066441302	0.738124300552901	1	1.53279222344727	1	1	1	1.23538540063366	1.00416762526673	1	1	0.339992934317238	0.998771448038873	0.94274380532849	0.814165952960263	1	1	0.921526282188411	1	1	2.53757770234223	1	1.36694684291071	1	1	1.52808066822027	1	1.12271381869596
E034-H3K9me3	1	1	1	1	1	1	0.904917012083414	1	1	1	1	1	1	1	1	1	1.02492799630951	1.60924694165814	1	0.996458417352816	1	1	1	1	1	1.13217072413829	0.976198008340629	1	1	1	1	1	1	1	1	1	1.11383950590569	1	0.981946252652074
E124-H3K4me3	0.638066938485319	1	1	1	1	1	1	1	1	2.00470047400202	1.17758360803769	1	1.04281657070627	0.991112403168541	1.21838373457751	0.944986595747364	1.53400602203593	0.960617278728419	1	1.51926845909711	1	1	1.41952648466278	1	0.921491824775025	1.1261191470451	1	1	1	0.763218269184008	1	1	1	0.895692465275694	1	0.641217067743962	1	1	1
E047-H3K4me3	0.721547554730809	1	1	1	1	1	1	1	1	1.52643666669547	1.5458444328861	1	1	1	1	0.863178706024186	1.15376571922015	1	1	1.28717445773071	1.13538458786222	1	1	1	0.932751172236205	1	1	1	1	0.659148591806508	0.887389550454663	1	1	0.888158961529102	1	1	1	1	1
E044-H3K27me3	1.00643741911245	1	0.580591559062908	1	1	0.599911748767504	0.946919107877799	1	1	0.816314899290332	0.974150014332966	1	1.09860789392072	1.4131441686276	1.59139948332538	1	1	1	1.56483970597041	0.88246194710546	1	1	0.885835427558012	1	1	0.889656046965881	1	1	0.813706290425391	1.42936563318792	1.07803644898229	1	1	1.18282689430472	0.287655359901786	1.36378402401867	2.33589303750831	1.02120011124367	1
E115-H3K9ac	0.691504396800713	1	1	1	1.06162063386067	1.01055549177867	1.15750303299713	1	1	1	1.26279195311519	1	1	1	1	1	1	0.932524007484395	1	1.2434078933369	1	1	1.60621470638028	1	1	1	1	1	1	0.914843518733126	1	1.23589332771148	0.9488028092122	0.86800059484061	1	1	1	1	1
E039-H3K9me3	1	1.02157147322952	1	0.934680930875362	0.800872553606984	1	0.686485200781146	1	1	0.920922987975928	1	0.941689312575787	1	1	1	1	1	1	1	1	1	1	1	1	1	1.1110777394075	1	1	1	1	1.04845464725987	0.676398425319788	1.33080591509509	1	0.761922724957863	1	1	1	1
E123-H3K9me3	1	1	0.959914076768469	1	1	1	1	1	1	1	1	1	1	1	1	0.872658541809753	0.834763626350513	1	1	1	1	1	1	1	0.9824162187402	1	1	1	1	1	1	1.38091751326235	1	1	1	1	1	1	1
E038-H3K27ac	0.691218541777441	1	1	1	1	1	1	1	1	1.22569385176303	1.36425598101921	1	1	0.595501008630851	1	0.867363530387546	1	0.745038519764235	0.903235129348516	1.33002155786311	1.09515304441663	1.45862846108969	1	1	0.941609591941329	1.03659734045547	1	1	1.04262312742089	0.847442767555478	1	1	0.713476474991248	0.876186053482053	1.7740821095569	1	1	1	1.01874477768323
E034-H3K4me1	0.753807665650095	0.802335737377467	1	1	1	1.13571007550871	1.04084059688556	1	1.11653572690464	1.1504795995824	1.77141092587211	1	1	0.615298370590342	0.811110882479706	0.674866750866583	1.16173152155714	0.403198540334122	0.975882681521033	1.53359039064638	1.20058242953858	1	1.17823687620405	1.15561005933545	0.876217449764615	1.20096500534153	1.00550926241902	1	1	0.685041425388478	0.819873187836416	1.68217918622677	0.830650287957703	0.58483323622261	1.98374540330347	1	1	0.725866521422667	1
E124-H3K27ac	0.58456160593847	1.21868572488095	1	1.07301189101926	1.10901384897013	1.82963746702336	1	0.788166891893779	1	2.2359784302978	1.1761263993432	1	1.03393566594782	0.389687959336591	1	1	1	0.547404805285431	0.778177176469383	1.19660029989115	1	1	1.7037729257847	0.960878252660478	1	1	1	1	1	1	1	1.24455066652598	0.780877689382669	1	1	0.569260008893348	0.53366870886411	1	0.977944547698193
E041-H3K4me1	0.593304764600229	0.995831941526712	1.12103747187749	0.515618571337149	0.764979758905524	1.66029475148068	1	1	1.12039519265184	1.10409642766004	1.91379747450263	1.31385058384996	1	0.704597875091611	0.592397220712863	0.463867676162627	1.05414091249842	1	0.683255451190859	2.52458316578508	1.38773491942658	1	1.5181395125128	1	0.775220923146204	1	1	1	1.68115017507677	0.400696301299214	0.797355389194408	1.15953860208664	0.536820201019436	0.627801119587052	1.75947935717988	1	1	1	1.15492616047449
E050-H3K36me3	1	1	1	1	1.33934851599023	1.53491977479031	0.899956767914418	0.691831705756129	1	1.35141075465831	1	0.650420886360308	1	1	0.866340199617846	1	0.830638638727831	1	0.713583806641683	1.00771503840002	1	1	1	0.85449136467919	1.18645561591214	1	1	1	1	1	1	1	1	1	1	1	1	1	1
E048-H3K36me3	0.823192240097792	1.07839356063642	1	1	1	1.17549640147798	1	0.723712608415674	1	1	1.04907418661312	0.995807486546216	1	1	0.800177846125768	1	0.974995698934132	1	0.626487283757633	1	1.12926725556209	1	1.03064988919495	1	1	1	1	1	1	0.955736506168226	1	1	0.680095577382116	1	1.54065737890385	1	0.910881995366165	1.08003032333854	1
E035-H3K27me3	1.29772478259579	0.934018123362286	0.369997178926302	1	0.959324546498334	0.486034453880607	1	1.35884919454562	1	0.749981320026033	0.697108121708935	1	1	1	1	1	1	1	1	0.660630120451689	0.821583239022627	1	0.696034980882702	1	1	1	1	1.08331737832291	1	1	1.99940041972045	1	1.37069903878385	1.12696810956417	0.484544971003044	1	1.77665487807644	2.01522744052134	1
E038-H3K36me3	0.730321047841354	1	1	1	1.12981115302176	1.59596496030098	1	0.900370052030332	1	1.25751444815952	1.09026450702005	0.933412300122842	1.13022208242751	0.70817640290276	0.928743472915445	1	0.919287996978917	0.598182222117876	0.80279137429504	1.03816925398391	1	1	1	1	1	0.969634075544466	1	1	1	0.822654743567808	1	1	1	1	3.30084311150617	1	0.790897491852249	1	1
E044-H3K27ac	0.625695772093427	1	1.12907531928088	0.679863330576505	1	1.77001640615456	1.07712975977049	0.917304974761823	1.53140626305193	1.22442608194004	1.67096625806939	1.046336463996	1	0.487368024605571	0.656791200294071	0.611069405570433	1	0.39762668684945	0.457215297781172	1.83896664917042	1.3111247966738	1.17335563122977	1.32389049360498	1	0.813868732318399	1	1.00761816441493	1	1.7510333280312	0.645925481098647	0.487192792897094	1.28778636066491	0.684875306549032	0.499667792719759	1.86472728821657	1	0.919865215793534	0.854061244812448	1.2492107275521
E123-H2AZ	0.896490980473794	1.24860722771586	1	1	1	1	0.830924586776261	1	1.16810457769016	1	1	1	1	1	1	1	1	0.764960441939258	1	1	1.04943319507763	1	1	1	1	1.02997897775409	1	1	1	1	0.981871169889182	1	1	0.691800632389378	1	1	1	1	1
E124-H3K4me1	0.5652550735579	1	0.998301974971156	1	1	1.49831038496471	1	1	1	1.67420717744666	1.32678672666579	1	1	0.714438477024001	1.21598470589424	0.853379922007391	1.32824469979314	0.728324166814172	0.894147030318454	1.39545371429097	1	1	1.65522439132636	1	0.892177230904929	1.09306044809036	1	1.06274245445671	1	0.947965280083401	0.70979349912476	1.27735495521949	1	0.939443722864086	1.26541086744464	0.632543861226111	1	0.774263750233135	1
E124-H4K20me1	1	1	1	1	1.32327686774389	2.01388626600658	0.691590757542358	0.571070430720442	1	1.19891819033613	1.27933845840819	1	1	0.727096437175765	0.774542227162348	0.990953719863118	1	1	1	1	1	1	1.2988621885123	0.967444651432446	1	1	1	1.45006382574101	0.871785988360166	1	1	1	1	1	1.02596636792608	0.887834539072099	0.921801881455885	1	1
E030-H3K36me3	1	1	1	1	1.01439747772933	1.29203499974203	1	0.764435373778137	1	1.87992243513774	1	0.798356365642773	1.09655360182415	0.407751525104299	0.859606751524272	1	1	0.779521505034268	0.686852991594868	1	1	1	1.36678606449555	0.787920521063219	1.05029246314821	1	1	1.27603785508796	1	1	1	1	1	1	1.33284004176386	1	1	1.08717975346299	1
E045-H3K4me1	0.662480383329191	1	1	0.607581275696041	0.963081138108447	1.0636193936814	1	1	1	1.19350439093785	1.38923510103983	1	0.998554613674671	0.938147122855634	0.939306054577315	0.579254505729674	1	1	0.826584955882776	2.11703166544106	1.23579671133931	1.18554778286559	1.14700896823694	1.12252201638736	0.892811192301978	1	1	1	1.18088659763937	0.642234951021152	1	1	0.66957475052778	0.66629624957079	1.86150769988871	1	1	1	1.15999576409419
E062-H3K27me3	1.1482138330877	1	0.730169080689073	1	1	0.769335734023637	1	1.13547120774413	1	0.916171548355178	0.856141342615298	1.25840932782326	1	1.37014758442525	1	1	1.26998166694772	1	1.38421697244976	0.687171994690721	0.938587553216154	0.678095130833924	0.721330727446809	1.28409964262132	1	1	1	1	0.94330730026317	1	1.43395460290022	1	1.08556402841276	1.00534063583851	0.263033329702295	1	2.36623681156574	1	1
E048-H3K27ac	0.874274198790475	1	1	1	1	1.04803969258719	1	1	1	1.17645189105577	1.18248671219892	1	1	0.942386225805098	1	1	1	0.81329551588087	0.668719170465311	1.49491921051825	1.12357166223345	1.23500985412908	1.01940797658816	1	0.982517084126292	1	1	1	1.14003519476159	0.695546497696099	1	1	1	0.820301905559322	1.08704369639766	0.982148884749441	0.674434027164874	1	1.11497630281592
E062-H3K36me3	1	1	1	1	1.20779777306468	1.28934997109623	1	0.753364052727373	1	1.252238639304	1	0.870228220338768	1	0.869840452954511	0.803828010415134	1	0.99638590557381	1	0.709950930493847	1	1	1	1	0.924003763865562	1.12129371065212	1	1	1.11017058639391	1	1	1	1	1	1	2.03185496209661	1	1	1	1
E123-H3K4me1	0.799117531603535	1.47715506769944	0.901478198802472	1	1.64080066233257	1	0.863687212666467	1	1	1	1.00531348234222	1	1	1	1	1	1	0.661298938714488	1	1.1067243994105	1	1	1.15318525972995	1	1	1.17720430067895	1	1	1.00141556818571	1	1	1	1	0.706539817472707	1	1	0.807873771452182	0.961310201862156	1
E115-H2AZ	0.974944130544419	1	1	1	1	1	1.0178542743102	1	1	1	1.18417373583054	1	1	1	1	1	1.00973406552598	0.965449454805315	1	1.07265431499977	1.31728048888519	1	1.3891025435197	1	1	1	1	1	0.803944490256851	0.993987216857746	1	1	1	1	1	1	1	1	1
E115-H3K79me2	0.800762278514892	1	1	1	1	1.63224893265763	0.584093793076282	1	1	1	1	1	2.03835408255407	1	0.870612884903262	1	1	1	1	1.18908345839082	1	1	1.94097827017602	0.825767835953876	1.29941465121581	1	1	1	1	1	1.01394612143861	1	0.834178556726587	1.14814013455444	1.49690258888437	0.342707597401535	1	1	0.849178979789324
E030-H3K4me1	0.846667743633783	1	0.876105678458095	1	1	1	1	1.14544761435514	1	1.87476946545123	1.28005073632641	1.1053933265529	1	0.963627507277852	1.08640748947457	0.828933412042851	1.25889970429443	0.5042836412974	0.883479405069448	1.43097933059144	1	0.894204390455972	1.69374194064217	1	0.77794577670993	1	1	1	1	0.856248438412769	0.559051091650532	1	0.795192170911736	0.98562991123643	1.16359342291019	1	1	0.496429190060788	0.938647368778088
E037-H3K4me1	0.50427652185593	1	1	0.472148506937837	0.972943203101463	1.44092251018985	1	1	1.14057915533787	1.06020993576175	1.77944686152068	1.14916790633786	1	0.74110614664681	0.739665049229084	0.522622626547313	1.16484306760744	0.868355129313248	0.788514950643206	2.28886504219655	1.42341451813873	1	1.42848672290407	1	0.803082836177803	1	1	1	1.70741260441478	0.513723580885133	0.51469927184075	1.03551786820354	0.706854458383162	0.60497171535029	1.674683573963	1	1	0.685378615879093	1.13581584992419
E040-H3K4me3	0.754266473543661	0.933156529380296	1	0.603018381938211	0.836209141466152	1.32906629087171	1.04858470641616	1	1	1.11286414440056	1.49128022954016	1.22157233338225	1.00296786955301	0.794184527743158	0.850931712444469	0.858989591497724	1.01973782030711	1	0.821021264338554	1.40982096336589	1.06926529360456	1	1.64014976524038	1	0.883536521719069	1	1	1	1.04100821326658	0.673044345918079	0.740466040255199	1	0.782508928561305	0.792673818507732	1	1	1	1	1.01502289684584
E039-H3K36me3	0.817910697519784	1	1	1	1.32660056653432	1.18473583562597	1	0.895388932141547	1	1.7159430435751	1	0.854559997653779	1	0.942992489070629	0.824400394268407	1	1	1	0.650017944598277	1	1	1	1	0.820846902240086	1	1	1	1	1	1	0.761491657434626	1	1	1	2.65295209194695	1	1	1	1
E042-H3K27me3	1.13788685575509	1	0.86839925642523	1.05336389926229	1	0.718974359187935	0.982252739549242	1	1	0.94870688074243	0.852969386171383	1	1.24501441651271	1.28920086710485	1	1.03980934045643	1	1	1.12014372506787	0.559586441148525	0.86419608461341	1	1	1.13401072925961	1	0.705326717120906	1	1	0.771422048374669	1.47722996755949	1.12527181690277	1	1.65719581566315	1	0.841195086097294	1	2.61208005634651	1	0.676789209845274
E036-H3K9me3	1	1	0.965332513895409	1	1	1	0.825288655655014	1	1	1	1	1	1	0.88599174803861	1	1	1.11922234451684	0.885911482632767	1	1	1	1	1.03491135882186	1	0.816064517750219	1.16145857640657	1	0.990042218042163	1	1	1	1	1.38784027334537	1	0.957577089578024	1	1	1	1
E034-H3K27ac	0.504970742507882	1	1.01236415059036	0.628540469469592	0.903000132840062	1.4351967964797	1	1	1.32911338760073	1.29652498194663	1.68995755039114	1	1	0.424999130570116	0.790063431159178	0.583153206830617	1	0.617434689360006	0.446624957049218	1.95617335873859	1.38167136366935	2.48057325004057	1.69245564787409	1	0.752884299173907	1.18069821183626	1	1	1.30004427844916	0.64706738305122	0.495224973805069	1.55475748027504	0.606022551169475	0.588395307493595	2.51489139939284	1	0.359971773231692	1	1.06337908556905
E124-H3K9ac	1	1.14724736576244	1	1	1.19040874736834	1.06300300375813	1	0.571179607480437	1	1.16891792144032	1	1	1	1	1	1	1.20918842112004	0.797431869535897	1	1.04809457837372	1	1	1	1	1	1	1.04627208108723	1.0002442002442	1	1	1	1	1	0.854471885805137	1	1	1	0.680767093186951	1
E032-H3K4me1	0.583625314483062	1	1.26643931115527	0.769525382246132	1	2.60558467146583	1	0.876207613623185	1	1	1.76548054484289	1	1	1	1	0.724358842797863	1.11206862249357	0.746914204056699	0.729520277924407	1.31731553028935	1	0.855526611068438	2.30919013519951	1	0.622272934278727	1.23706951822587	1	1	1	0.350209155453605	0.618637286614238	1.57290048303618	0.823224872816466	0.723398607352139	1.61945628696072	0.62404791050694	1	0.808494645359647	1
E047-H3K27ac	0.589150058998895	1	1	0.930020378473233	1	1.20447364864412	1	0.973319368408857	1	1.42761029244228	1.34749834046219	1	1	0.571694668482223	1	0.911705062764019	1	1	0.935005392639482	1.45985459522392	1.1598166497003	2.03295709586811	1	1	1	1	1	1	1	0.940094759351184	0.665174615645671	1	0.930434970125155	0.88748314336844	1.91522917167044	1	0.807873771452182	1	1
E037-H3K36me3	0.74371045832587	1.38306772401614	1	1	1.26452052182511	1.44546462469566	1	0.630931913827928	1	1	1	0.95845605387845	1	0.933712267659586	1	1	0.909826859195239	0.556479897475685	0.787148894377424	1	1	1	1	0.753736434669503	1	1	1	1	1	1	1	1	0.837252076319097	1	2.61558260045043	1	0.910181002755873	1	1
E032-H3K4me3	0.692124066923933	1	1	0.810687107377188	1	1.25497472008964	1	1	1	1	1.30264400488318	1.15739011296987	1.95498131967723	1	1	1	1	1	1	1.08074712922196	1	1	2.05232874279257	1	1	1	1	1	1	0.689076700697898	1	1.60274735899171	0.848129127495543	1	1	0.712531369089053	1	1	1
